pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Lizard	contig_5797	5001	6000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	5001	6000	NA	0	NA	NA	NA
Davies	contig_5797	5001	6000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	5001	6000	NA	0	NA	NA	NA
Chicken	contig_5797	5001	6000	NA	0	NA	NA	NA
Heron	contig_5797	5001	6000	NA	0	NA	NA	NA
Lizard	contig_5797	6001	7000	NA	0	NA	NA	NA
Pelorus	contig_5797	6001	7000	NA	0	NA	NA	NA
Moore	contig_5797	6001	7000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	6001	7000	NA	0	NA	NA	NA
Chicken	contig_5797	6001	7000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	6001	7000	NA	0	NA	NA	NA
Davies	contig_5797	6001	7000	NA	0	NA	NA	NA
Heron	contig_5797	6001	7000	NA	0	NA	NA	NA
Davies	contig_5797	7001	8000	NA	0	NA	NA	NA
Moore	contig_5797	7001	8000	NA	0	NA	NA	NA
Lizard	contig_5797	7001	8000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	7001	8000	NA	0	NA	NA	NA
Pelorus	contig_5797	7001	8000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	7001	8000	NA	0	NA	NA	NA
Chicken	contig_5797	7001	8000	NA	0	NA	NA	NA
Heron	contig_5797	7001	8000	NA	0	NA	NA	NA
Davies	contig_5797	8001	9000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	8001	9000	NA	0	NA	NA	NA
Heron	contig_5797	8001	9000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	8001	9000	NA	0	NA	NA	NA
Lizard	contig_5797	8001	9000	NA	0	NA	NA	NA
Moore	contig_5797	8001	9000	NA	0	NA	NA	NA
Pelorus	contig_5797	8001	9000	NA	0	NA	NA	NA
Chicken	contig_5797	8001	9000	NA	0	NA	NA	NA
Lizard	contig_5797	9001	10000	NA	0	NA	NA	NA
Pelorus	contig_5797	9001	10000	NA	0	NA	NA	NA
Moore	contig_5797	9001	10000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	9001	10000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	9001	10000	NA	0	NA	NA	NA
Chicken	contig_5797	9001	10000	NA	0	NA	NA	NA
Davies	contig_5797	9001	10000	NA	0	NA	NA	NA
Heron	contig_5797	9001	10000	NA	0	NA	NA	NA
Moore	contig_5797	10001	11000	NA	0	NA	NA	NA
Lizard	contig_5797	10001	11000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	10001	11000	NA	0	NA	NA	NA
Pelorus	contig_5797	10001	11000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	10001	11000	NA	0	NA	NA	NA
Chicken	contig_5797	10001	11000	NA	0	NA	NA	NA
Davies	contig_5797	10001	11000	NA	0	NA	NA	NA
Heron	contig_5797	10001	11000	NA	0	NA	NA	NA
Davies	contig_5797	11001	12000	NA	0	NA	NA	NA
Chicken	contig_5797	11001	12000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	11001	12000	NA	0	NA	NA	NA
Heron	contig_5797	11001	12000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	11001	12000	NA	0	NA	NA	NA
Lizard	contig_5797	11001	12000	NA	0	NA	NA	NA
Moore	contig_5797	11001	12000	NA	0	NA	NA	NA
Pelorus	contig_5797	11001	12000	NA	0	NA	NA	NA
Lizard	contig_5797	12001	13000	NA	0	NA	NA	NA
Pelorus	contig_5797	12001	13000	NA	0	NA	NA	NA
Moore	contig_5797	12001	13000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	12001	13000	NA	0	NA	NA	NA
Chicken	contig_5797	12001	13000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	12001	13000	NA	0	NA	NA	NA
Davies	contig_5797	12001	13000	NA	0	NA	NA	NA
Heron	contig_5797	12001	13000	NA	0	NA	NA	NA
Davies	contig_5797	13001	14000	NA	0	NA	NA	NA
Chicken	contig_5797	13001	14000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	13001	14000	NA	0	NA	NA	NA
Heron	contig_5797	13001	14000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	13001	14000	NA	0	NA	NA	NA
Lizard	contig_5797	13001	14000	NA	0	NA	NA	NA
Moore	contig_5797	13001	14000	NA	0	NA	NA	NA
Pelorus	contig_5797	13001	14000	NA	0	NA	NA	NA
Pelorus	contig_5797	14001	15000	NA	0	NA	NA	NA
Moore	contig_5797	14001	15000	NA	0	NA	NA	NA
Lizard	contig_5797	14001	15000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	14001	15000	NA	0	NA	NA	NA
Chicken	contig_5797	14001	15000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	14001	15000	NA	0	NA	NA	NA
Davies	contig_5797	14001	15000	NA	0	NA	NA	NA
Heron	contig_5797	14001	15000	NA	0	NA	NA	NA
Moore	contig_5797	15001	16000	NA	0	NA	NA	NA
Pelorus	contig_5797	15001	16000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	15001	16000	NA	0	NA	NA	NA
Lizard	contig_5797	15001	16000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	15001	16000	NA	0	NA	NA	NA
Davies	contig_5797	15001	16000	NA	0	NA	NA	NA
Heron	contig_5797	15001	16000	NA	0	NA	NA	NA
Chicken	contig_5797	15001	16000	NA	0	NA	NA	NA
Pelorus	contig_5797	16001	17000	NA	0	NA	NA	NA
Davies	contig_5797	16001	17000	NA	0	NA	NA	NA
Chicken	contig_5797	16001	17000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	16001	17000	NA	0	NA	NA	NA
Heron	contig_5797	16001	17000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	16001	17000	NA	0	NA	NA	NA
Lizard	contig_5797	16001	17000	NA	0	NA	NA	NA
Moore	contig_5797	16001	17000	NA	0	NA	NA	NA
Pelorus	contig_5797	17001	18000	NA	0	NA	NA	NA
Moore	contig_5797	17001	18000	NA	0	NA	NA	NA
Lizard	contig_5797	17001	18000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	17001	18000	NA	0	NA	NA	NA
Davies	contig_5797	17001	18000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	17001	18000	NA	0	NA	NA	NA
Chicken	contig_5797	17001	18000	NA	0	NA	NA	NA
Heron	contig_5797	17001	18000	NA	0	NA	NA	NA
Lizard	contig_5797	18001	19000	NA	0	NA	NA	NA
Moore	contig_5797	18001	19000	NA	0	NA	NA	NA
Pelorus	contig_5797	18001	19000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	18001	19000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	18001	19000	NA	0	NA	NA	NA
Davies	contig_5797	18001	19000	NA	0	NA	NA	NA
Heron	contig_5797	18001	19000	NA	0	NA	NA	NA
Chicken	contig_5797	18001	19000	NA	0	NA	NA	NA
Pelorus	contig_5797	19001	20000	NA	0	NA	NA	NA
Davies	contig_5797	19001	20000	NA	0	NA	NA	NA
Chicken	contig_5797	19001	20000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	19001	20000	NA	0	NA	NA	NA
Heron	contig_5797	19001	20000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	19001	20000	NA	0	NA	NA	NA
Lizard	contig_5797	19001	20000	NA	0	NA	NA	NA
Moore	contig_5797	19001	20000	NA	0	NA	NA	NA
Pelorus	contig_5797	20001	21000	NA	0	NA	NA	NA
Moore	contig_5797	20001	21000	NA	0	NA	NA	NA
Lizard	contig_5797	20001	21000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	20001	21000	NA	0	NA	NA	NA
Chicken	contig_5797	20001	21000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	20001	21000	NA	0	NA	NA	NA
Davies	contig_5797	20001	21000	NA	0	NA	NA	NA
Heron	contig_5797	20001	21000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	21001	22000	NA	0	NA	NA	NA
Moore	contig_5797	21001	22000	NA	0	NA	NA	NA
Lizard	contig_5797	21001	22000	NA	0	NA	NA	NA
Pelorus	contig_5797	21001	22000	NA	0	NA	NA	NA
Heron	contig_5797	21001	22000	NA	0	NA	NA	NA
Chicken	contig_5797	21001	22000	NA	0	NA	NA	NA
Davies	contig_5797	21001	22000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	21001	22000	NA	0	NA	NA	NA
Davies	contig_5797	22001	23000	NA	0	NA	NA	NA
Chicken	contig_5797	22001	23000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	22001	23000	NA	0	NA	NA	NA
Heron	contig_5797	22001	23000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	22001	23000	NA	0	NA	NA	NA
Lizard	contig_5797	22001	23000	NA	0	NA	NA	NA
Moore	contig_5797	22001	23000	NA	0	NA	NA	NA
Pelorus	contig_5797	22001	23000	NA	0	NA	NA	NA
Pelorus	contig_5797	23001	24000	NA	0	NA	NA	NA
Moore	contig_5797	23001	24000	NA	0	NA	NA	NA
Lizard	contig_5797	23001	24000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	23001	24000	NA	0	NA	NA	NA
Davies	contig_5797	23001	24000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	23001	24000	NA	0	NA	NA	NA
Chicken	contig_5797	23001	24000	NA	0	NA	NA	NA
Heron	contig_5797	23001	24000	NA	0	NA	NA	NA
Lizard	contig_5797	24001	25000	NA	0	NA	NA	NA
Pelorus	contig_5797	24001	25000	NA	0	NA	NA	NA
Moore	contig_5797	24001	25000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	24001	25000	NA	0	NA	NA	NA
Chicken	contig_5797	24001	25000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	24001	25000	NA	0	NA	NA	NA
Davies	contig_5797	24001	25000	NA	0	NA	NA	NA
Heron	contig_5797	24001	25000	NA	0	NA	NA	NA
Davies	contig_5797	25001	26000	NA	0	NA	NA	NA
Chicken	contig_5797	25001	26000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	25001	26000	NA	0	NA	NA	NA
Heron	contig_5797	25001	26000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	25001	26000	NA	0	NA	NA	NA
Lizard	contig_5797	25001	26000	NA	0	NA	NA	NA
Moore	contig_5797	25001	26000	NA	0	NA	NA	NA
Pelorus	contig_5797	25001	26000	NA	0	NA	NA	NA
Pelorus	contig_5797	26001	27000	NA	0	NA	NA	NA
Moore	contig_5797	26001	27000	NA	0	NA	NA	NA
Lizard	contig_5797	26001	27000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	26001	27000	NA	0	NA	NA	NA
Chicken	contig_5797	26001	27000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	26001	27000	NA	0	NA	NA	NA
Davies	contig_5797	26001	27000	NA	0	NA	NA	NA
Heron	contig_5797	26001	27000	NA	0	NA	NA	NA
Moore	contig_5797	27001	28000	NA	0	NA	NA	NA
Pelorus	contig_5797	27001	28000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	27001	28000	NA	0	NA	NA	NA
Lizard	contig_5797	27001	28000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	27001	28000	NA	0	NA	NA	NA
Heron	contig_5797	27001	28000	NA	0	NA	NA	NA
Chicken	contig_5797	27001	28000	NA	0	NA	NA	NA
Davies	contig_5797	27001	28000	NA	0	NA	NA	NA
Moore	contig_5797	28001	29000	NA	0	NA	NA	NA
Lizard	contig_5797	28001	29000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	28001	29000	NA	0	NA	NA	NA
Pelorus	contig_5797	28001	29000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	28001	29000	NA	0	NA	NA	NA
Chicken	contig_5797	28001	29000	NA	0	NA	NA	NA
Davies	contig_5797	28001	29000	NA	0	NA	NA	NA
Heron	contig_5797	28001	29000	NA	0	NA	NA	NA
Davies	contig_5797	29001	30000	NA	0	NA	NA	NA
Chicken	contig_5797	29001	30000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	29001	30000	NA	0	NA	NA	NA
Heron	contig_5797	29001	30000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	29001	30000	NA	0	NA	NA	NA
Lizard	contig_5797	29001	30000	NA	0	NA	NA	NA
Moore	contig_5797	29001	30000	NA	0	NA	NA	NA
Pelorus	contig_5797	29001	30000	NA	0	NA	NA	NA
Moore	contig_5797	30001	31000	NA	0	NA	NA	NA
Pelorus	contig_5797	30001	31000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	30001	31000	NA	0	NA	NA	NA
Lizard	contig_5797	30001	31000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	30001	31000	NA	0	NA	NA	NA
Davies	contig_5797	30001	31000	NA	0	NA	NA	NA
Heron	contig_5797	30001	31000	NA	0	NA	NA	NA
Chicken	contig_5797	30001	31000	NA	0	NA	NA	NA
Davies	contig_5797	31001	32000	NA	0	NA	NA	NA
Chicken	contig_5797	31001	32000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	31001	32000	NA	0	NA	NA	NA
Heron	contig_5797	31001	32000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	31001	32000	NA	0	NA	NA	NA
Lizard	contig_5797	31001	32000	NA	0	NA	NA	NA
Moore	contig_5797	31001	32000	NA	0	NA	NA	NA
Pelorus	contig_5797	31001	32000	NA	0	NA	NA	NA
Pelorus	contig_5797	32001	33000	NA	0	NA	NA	NA
Moore	contig_5797	32001	33000	NA	0	NA	NA	NA
Lizard	contig_5797	32001	33000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	32001	33000	NA	0	NA	NA	NA
Chicken	contig_5797	32001	33000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	32001	33000	NA	0	NA	NA	NA
Davies	contig_5797	32001	33000	NA	0	NA	NA	NA
Heron	contig_5797	32001	33000	NA	0	NA	NA	NA
Lizard	contig_5797	33001	34000	NA	0	NA	NA	NA
Pelorus	contig_5797	33001	34000	NA	0	NA	NA	NA
Moore	contig_5797	33001	34000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	33001	34000	NA	0	NA	NA	NA
Heron	contig_5797	33001	34000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	33001	34000	NA	0	NA	NA	NA
Chicken	contig_5797	33001	34000	NA	0	NA	NA	NA
Davies	contig_5797	33001	34000	NA	0	NA	NA	NA
Moore	contig_5797	34001	35000	NA	0	NA	NA	NA
Lizard	contig_5797	34001	35000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	34001	35000	NA	0	NA	NA	NA
Pelorus	contig_5797	34001	35000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	34001	35000	NA	0	NA	NA	NA
Chicken	contig_5797	34001	35000	NA	0	NA	NA	NA
Davies	contig_5797	34001	35000	NA	0	NA	NA	NA
Heron	contig_5797	34001	35000	NA	0	NA	NA	NA
Davies	contig_5797	35001	36000	NA	0	NA	NA	NA
Chicken	contig_5797	35001	36000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	35001	36000	NA	0	NA	NA	NA
Heron	contig_5797	35001	36000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	35001	36000	NA	0	NA	NA	NA
Lizard	contig_5797	35001	36000	NA	0	NA	NA	NA
Moore	contig_5797	35001	36000	NA	0	NA	NA	NA
Pelorus	contig_5797	35001	36000	NA	0	NA	NA	NA
Lizard	contig_5797	36001	37000	NA	0	NA	NA	NA
Moore	contig_5797	36001	37000	NA	0	NA	NA	NA
Pelorus	contig_5797	36001	37000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	36001	37000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	36001	37000	NA	0	NA	NA	NA
Davies	contig_5797	36001	37000	NA	0	NA	NA	NA
Heron	contig_5797	36001	37000	NA	0	NA	NA	NA
Chicken	contig_5797	36001	37000	NA	0	NA	NA	NA
Pelorus	contig_5797	37001	38000	NA	0	NA	NA	NA
Davies	contig_5797	37001	38000	NA	0	NA	NA	NA
Chicken	contig_5797	37001	38000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	37001	38000	NA	0	NA	NA	NA
Heron	contig_5797	37001	38000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	37001	38000	NA	0	NA	NA	NA
Lizard	contig_5797	37001	38000	NA	0	NA	NA	NA
Moore	contig_5797	37001	38000	NA	0	NA	NA	NA
Moore	contig_5797	38001	39000	NA	0	NA	NA	NA
Lizard	contig_5797	38001	39000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	38001	39000	NA	0	NA	NA	NA
Chicken	contig_5797	38001	39000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	38001	39000	NA	0	NA	NA	NA
Davies	contig_5797	38001	39000	NA	0	NA	NA	NA
Pelorus	contig_5797	38001	39000	NA	0	NA	NA	NA
Heron	contig_5797	38001	39000	NA	0	NA	NA	NA
Moore	contig_5797	39001	40000	NA	0	NA	NA	NA
Lizard	contig_5797	39001	40000	NA	0	NA	NA	NA
Pelorus	contig_5797	39001	40000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	39001	40000	NA	0	NA	NA	NA
Heron	contig_5797	39001	40000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	39001	40000	NA	0	NA	NA	NA
Chicken	contig_5797	39001	40000	NA	0	NA	NA	NA
Davies	contig_5797	39001	40000	NA	0	NA	NA	NA
Davies	contig_5797	40001	41000	NA	0	NA	NA	NA
Chicken	contig_5797	40001	41000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	40001	41000	NA	0	NA	NA	NA
Heron	contig_5797	40001	41000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	40001	41000	NA	0	NA	NA	NA
Lizard	contig_5797	40001	41000	NA	0	NA	NA	NA
Moore	contig_5797	40001	41000	NA	0	NA	NA	NA
Pelorus	contig_5797	40001	41000	NA	0	NA	NA	NA
Pelorus	contig_5797	41001	42000	NA	0	NA	NA	NA
Moore	contig_5797	41001	42000	NA	0	NA	NA	NA
Lizard	contig_5797	41001	42000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	41001	42000	NA	0	NA	NA	NA
Davies	contig_5797	41001	42000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	41001	42000	NA	0	NA	NA	NA
Chicken	contig_5797	41001	42000	NA	0	NA	NA	NA
Heron	contig_5797	41001	42000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	42001	43000	NA	0	NA	NA	NA
Moore	contig_5797	42001	43000	NA	0	NA	NA	NA
Lizard	contig_5797	42001	43000	NA	0	NA	NA	NA
Pelorus	contig_5797	42001	43000	NA	0	NA	NA	NA
Heron	contig_5797	42001	43000	NA	0	NA	NA	NA
Chicken	contig_5797	42001	43000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	42001	43000	NA	0	NA	NA	NA
Davies	contig_5797	42001	43000	NA	0	NA	NA	NA
Pelorus	contig_5797	43001	44000	NA	0	NA	NA	NA
Davies	contig_5797	43001	44000	NA	0	NA	NA	NA
Chicken	contig_5797	43001	44000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	43001	44000	NA	0	NA	NA	NA
Heron	contig_5797	43001	44000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	43001	44000	NA	0	NA	NA	NA
Lizard	contig_5797	43001	44000	NA	0	NA	NA	NA
Moore	contig_5797	43001	44000	NA	0	NA	NA	NA
Pelorus	contig_5797	44001	45000	NA	0	NA	NA	NA
Moore	contig_5797	44001	45000	NA	0	NA	NA	NA
Lizard	contig_5797	44001	45000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	44001	45000	NA	0	NA	NA	NA
Davies	contig_5797	44001	45000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	44001	45000	NA	0	NA	NA	NA
Chicken	contig_5797	44001	45000	NA	0	NA	NA	NA
Heron	contig_5797	44001	45000	NA	0	NA	NA	NA
Lizard	contig_5797	45001	46000	NA	0	NA	NA	NA
Moore	contig_5797	45001	46000	NA	0	NA	NA	NA
Pelorus	contig_5797	45001	46000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	45001	46000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	45001	46000	NA	0	NA	NA	NA
Chicken	contig_5797	45001	46000	NA	0	NA	NA	NA
Davies	contig_5797	45001	46000	NA	0	NA	NA	NA
Heron	contig_5797	45001	46000	NA	0	NA	NA	NA
Moore	contig_5797	46001	47000	NA	0	NA	NA	NA
Lizard	contig_5797	46001	47000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	46001	47000	NA	0	NA	NA	NA
Pelorus	contig_5797	46001	47000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	46001	47000	NA	0	NA	NA	NA
Chicken	contig_5797	46001	47000	NA	0	NA	NA	NA
Davies	contig_5797	46001	47000	NA	0	NA	NA	NA
Heron	contig_5797	46001	47000	NA	0	NA	NA	NA
Davies	contig_5797	47001	48000	NA	0	NA	NA	NA
Chicken	contig_5797	47001	48000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	47001	48000	NA	0	NA	NA	NA
Heron	contig_5797	47001	48000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	47001	48000	NA	0	NA	NA	NA
Lizard	contig_5797	47001	48000	NA	0	NA	NA	NA
Moore	contig_5797	47001	48000	NA	0	NA	NA	NA
Pelorus	contig_5797	47001	48000	NA	0	NA	NA	NA
Lizard	contig_5797	48001	49000	NA	0	NA	NA	NA
Pelorus	contig_5797	48001	49000	NA	0	NA	NA	NA
Moore	contig_5797	48001	49000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	48001	49000	NA	0	NA	NA	NA
Chicken	contig_5797	48001	49000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	48001	49000	NA	0	NA	NA	NA
Davies	contig_5797	48001	49000	NA	0	NA	NA	NA
Heron	contig_5797	48001	49000	NA	0	NA	NA	NA
Davies	contig_5797	49001	50000	NA	0	NA	NA	NA
Chicken	contig_5797	49001	50000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	49001	50000	NA	0	NA	NA	NA
Heron	contig_5797	49001	50000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	49001	50000	NA	0	NA	NA	NA
Lizard	contig_5797	49001	50000	NA	0	NA	NA	NA
Moore	contig_5797	49001	50000	NA	0	NA	NA	NA
Pelorus	contig_5797	49001	50000	NA	0	NA	NA	NA
Pelorus	contig_5797	50001	51000	NA	0	NA	NA	NA
Moore	contig_5797	50001	51000	NA	0	NA	NA	NA
Lizard	contig_5797	50001	51000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	50001	51000	NA	0	NA	NA	NA
Chicken	contig_5797	50001	51000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	50001	51000	NA	0	NA	NA	NA
Davies	contig_5797	50001	51000	NA	0	NA	NA	NA
Heron	contig_5797	50001	51000	NA	0	NA	NA	NA
Moore	contig_5797	51001	52000	NA	0	NA	NA	NA
Pelorus	contig_5797	51001	52000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	51001	52000	NA	0	NA	NA	NA
Lizard	contig_5797	51001	52000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	51001	52000	NA	0	NA	NA	NA
Heron	contig_5797	51001	52000	NA	0	NA	NA	NA
Chicken	contig_5797	51001	52000	NA	0	NA	NA	NA
Davies	contig_5797	51001	52000	NA	0	NA	NA	NA
Moore	contig_5797	52001	53000	NA	0	NA	NA	NA
Lizard	contig_5797	52001	53000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	52001	53000	NA	0	NA	NA	NA
Pelorus	contig_5797	52001	53000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	52001	53000	NA	0	NA	NA	NA
Chicken	contig_5797	52001	53000	NA	0	NA	NA	NA
Davies	contig_5797	52001	53000	NA	0	NA	NA	NA
Heron	contig_5797	52001	53000	NA	0	NA	NA	NA
Davies	contig_5797	53001	54000	NA	0	NA	NA	NA
Chicken	contig_5797	53001	54000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	53001	54000	NA	0	NA	NA	NA
Heron	contig_5797	53001	54000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	53001	54000	NA	0	NA	NA	NA
Lizard	contig_5797	53001	54000	NA	0	NA	NA	NA
Moore	contig_5797	53001	54000	NA	0	NA	NA	NA
Pelorus	contig_5797	53001	54000	NA	0	NA	NA	NA
Moore	contig_5797	54001	55000	NA	0	NA	NA	NA
Pelorus	contig_5797	54001	55000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	54001	55000	NA	0	NA	NA	NA
Lizard	contig_5797	54001	55000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	54001	55000	NA	0	NA	NA	NA
Davies	contig_5797	54001	55000	NA	0	NA	NA	NA
Heron	contig_5797	54001	55000	NA	0	NA	NA	NA
Chicken	contig_5797	54001	55000	NA	0	NA	NA	NA
Pelorus	contig_5797	55001	56000	NA	0	NA	NA	NA
Davies	contig_5797	55001	56000	NA	0	NA	NA	NA
Chicken	contig_5797	55001	56000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	55001	56000	NA	0	NA	NA	NA
Heron	contig_5797	55001	56000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	55001	56000	NA	0	NA	NA	NA
Lizard	contig_5797	55001	56000	NA	0	NA	NA	NA
Moore	contig_5797	55001	56000	NA	0	NA	NA	NA
Pelorus	contig_5797	56001	57000	NA	0	NA	NA	NA
Moore	contig_5797	56001	57000	NA	0	NA	NA	NA
Lizard	contig_5797	56001	57000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	56001	57000	NA	0	NA	NA	NA
Chicken	contig_5797	56001	57000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	56001	57000	NA	0	NA	NA	NA
Davies	contig_5797	56001	57000	NA	0	NA	NA	NA
Heron	contig_5797	56001	57000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	57001	58000	NA	0	NA	NA	NA
Moore	contig_5797	57001	58000	NA	0	NA	NA	NA
Lizard	contig_5797	57001	58000	NA	0	NA	NA	NA
Pelorus	contig_5797	57001	58000	NA	0	NA	NA	NA
Heron	contig_5797	57001	58000	NA	0	NA	NA	NA
Chicken	contig_5797	57001	58000	NA	0	NA	NA	NA
Davies	contig_5797	57001	58000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	57001	58000	NA	0	NA	NA	NA
Moore	contig_5797	58001	59000	NA	0	NA	NA	NA
Lizard	contig_5797	58001	59000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	58001	59000	NA	0	NA	NA	NA
Pelorus	contig_5797	58001	59000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	58001	59000	NA	0	NA	NA	NA
Chicken	contig_5797	58001	59000	NA	0	NA	NA	NA
Davies	contig_5797	58001	59000	NA	0	NA	NA	NA
Heron	contig_5797	58001	59000	NA	0	NA	NA	NA
Davies	contig_5797	59001	60000	NA	0	NA	NA	NA
Chicken	contig_5797	59001	60000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	59001	60000	NA	0	NA	NA	NA
Heron	contig_5797	59001	60000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	59001	60000	NA	0	NA	NA	NA
Lizard	contig_5797	59001	60000	NA	0	NA	NA	NA
Moore	contig_5797	59001	60000	NA	0	NA	NA	NA
Pelorus	contig_5797	59001	60000	NA	0	NA	NA	NA
Moore	contig_5797	60001	61000	NA	0	NA	NA	NA
